city,date,percentage
Copenhagen,2020-04-07,12
Copenhagen,2020-04-08,11
Copenhagen,2020-04-09,11
Copenhagen,2020-04-10,9
Copenhagen,2020-04-11,9
Copenhagen,2020-04-12,10
Copenhagen,2020-04-13,10
Copenhagen,2020-04-14,13
Copenhagen,2020-04-15,13
Copenhagen,2020-04-16,11
Copenhagen,2020-04-17,11
Copenhagen,2020-04-18,12
Copenhagen,2020-04-19,9
Copenhagen,2020-04-20,14
Copenhagen,2020-04-21,15
Copenhagen,2020-04-22,16
Copenhagen,2020-04-23,15
Copenhagen,2020-04-24,12
Copenhagen,2020-04-25,13
Copenhagen,2020-04-26,12
Copenhagen,2020-04-27,14
Copenhagen,2020-04-28,15
Copenhagen,2020-04-29,17
Copenhagen,2020-04-30,17
Copenhagen,2020-05-01,12
Copenhagen,2020-05-02,14
Copenhagen,2020-05-03,15
Copenhagen,2020-05-04,15
Copenhagen,2020-05-05,17
Copenhagen,2020-05-06,18
Copenhagen,2020-05-07,18
Copenhagen,2020-05-08,15
Copenhagen,2020-05-09,15
Copenhagen,2020-05-10,14
Copenhagen,2020-05-11,18
Copenhagen,2020-05-12,19
Copenhagen,2020-05-13,19
Copenhagen,2020-05-14,16
Copenhagen,2020-05-15,17
Copenhagen,2020-05-16,17
Copenhagen,2020-05-17,17
Copenhagen,2020-05-18,22
Copenhagen,2020-05-19,25
Copenhagen,2020-05-20,24
Copenhagen,2020-05-21,19
Copenhagen,2020-05-22,19
Copenhagen,2020-05-23,19
Copenhagen,2020-05-24,16
Copenhagen,2020-05-25,21
Copenhagen,2020-05-26,23
Copenhagen,2020-05-27,25
Copenhagen,2020-05-28,27
Copenhagen,2020-05-29,25
Copenhagen,2020-05-30,21
Copenhagen,2020-05-31,20
Copenhagen,2020-06-01,23
Copenhagen,2020-06-02,27
Copenhagen,2020-06-03,25
Copenhagen,2020-06-04,28
Copenhagen,2020-06-05,21
Copenhagen,2020-06-06,22
Copenhagen,2020-06-07,23
Copenhagen,2020-06-08,28
Copenhagen,2020-06-09,28
Copenhagen,2020-06-10,28
Copenhagen,2020-06-11,27
Copenhagen,2020-06-12,28
Copenhagen,2020-06-13,26
Copenhagen,2020-06-14,24
Copenhagen,2020-06-15,28
Copenhagen,2020-06-16,31
Copenhagen,2020-06-17,32
Copenhagen,2020-06-18,33
Copenhagen,2020-06-19,30
Copenhagen,2020-06-20,25
Copenhagen,2020-06-21,22
Copenhagen,2020-06-22,28
Copenhagen,2020-06-23,36
Copenhagen,2020-06-24,32
Copenhagen,2020-06-25,33
Copenhagen,2020-06-26,28
Copenhagen,2020-06-27,28
Copenhagen,2020-06-28,23
Copenhagen,2020-06-29,32
Copenhagen,2020-06-30,36
Copenhagen,2020-07-01,35
Copenhagen,2020-07-02,36
Copenhagen,2020-07-03,32
Copenhagen,2020-07-04,31
Copenhagen,2020-07-05,26
Copenhagen,2020-07-06,34
Copenhagen,2020-07-07,40
Copenhagen,2020-07-08,38
Copenhagen,2020-07-09,34
Copenhagen,2020-07-10,32
Copenhagen,2020-07-11,32
Copenhagen,2020-07-12,27
Copenhagen,2020-07-13,36
Copenhagen,2020-07-14,39
Copenhagen,2020-07-15,36
Copenhagen,2020-07-16,34
Copenhagen,2020-07-17,28
Copenhagen,2020-07-18,36
Copenhagen,2020-07-19,28
Copenhagen,2020-07-20,35
Copenhagen,2020-07-21,35
Copenhagen,2020-07-22,41
Copenhagen,2020-07-23,34
Copenhagen,2020-07-24,28
Copenhagen,2020-07-25,27
Copenhagen,2020-07-26,26
Copenhagen,2020-07-27,32
Copenhagen,2020-07-28,39
Copenhagen,2020-07-29,36
Copenhagen,2020-07-30,36
Copenhagen,2020-07-31,32
Copenhagen,2020-08-01,41
Copenhagen,2020-08-02,32
Copenhagen,2020-08-03,40
Copenhagen,2020-08-04,41
Copenhagen,2020-08-05,42
Copenhagen,2020-08-06,44
Copenhagen,2020-08-07,39
Copenhagen,2020-08-08,42
Copenhagen,2020-08-09,39
Copenhagen,2020-08-10,52
Copenhagen,2020-08-11,56
Copenhagen,2020-08-12,55
Copenhagen,2020-08-13,50
Copenhagen,2020-08-14,41
Copenhagen,2020-08-15,43
Copenhagen,2020-08-16,40
Copenhagen,2020-08-17,50
Copenhagen,2020-08-18,54
Copenhagen,2020-08-19,49
Copenhagen,2020-08-20,52
Copenhagen,2020-08-21,50
Copenhagen,2020-08-22,47
Copenhagen,2020-08-23,41
Copenhagen,2020-08-24,50
Copenhagen,2020-08-25,57
Copenhagen,2020-08-26,59
Copenhagen,2020-08-27,57
Copenhagen,2020-08-28,53
Copenhagen,2020-08-29,52
Copenhagen,2020-08-30,47
Copenhagen,2020-08-31,62
Copenhagen,2020-09-01,57
Copenhagen,2020-09-02,56
Copenhagen,2020-09-03,55
Copenhagen,2020-09-04,49
Copenhagen,2020-09-05,47
Copenhagen,2020-09-06,38
Copenhagen,2020-09-07,46
Copenhagen,2020-09-08,53
Copenhagen,2020-09-09,51
Copenhagen,2020-09-10,50
Copenhagen,2020-09-11,43
Copenhagen,2020-09-12,44
Copenhagen,2020-09-13,41
Copenhagen,2020-09-14,47
Copenhagen,2020-09-15,50
Copenhagen,2020-09-16,51
Copenhagen,2020-09-17,50
Copenhagen,2020-09-18,43
Copenhagen,2020-09-19,42
Copenhagen,2020-09-20,37
Copenhagen,2020-09-21,43
Copenhagen,2020-09-22,45
Copenhagen,2020-09-23,46
Copenhagen,2020-09-24,44
Copenhagen,2020-09-25,41
Copenhagen,2020-09-26,36
Copenhagen,2020-09-27,33
Copenhagen,2020-09-28,34
Copenhagen,2020-09-29,39
Copenhagen,2020-09-30,36
Copenhagen,2020-10-01,40
Copenhagen,2020-10-02,35
Copenhagen,2020-10-03,35
Copenhagen,2020-10-04,27
Copenhagen,2020-10-05,39
Copenhagen,2020-10-06,39
Copenhagen,2020-10-07,43
Copenhagen,2020-10-08,42
Copenhagen,2020-10-09,33
Copenhagen,2020-10-10,33
Copenhagen,2020-10-11,31
Copenhagen,2020-10-12,36
Copenhagen,2020-10-13,38
Copenhagen,2020-10-14,36
Copenhagen,2020-10-15,39
Copenhagen,2020-10-16,31
Copenhagen,2020-10-17,31
Copenhagen,2020-10-18,31
Copenhagen,2020-10-19,35
Copenhagen,2020-10-20,39
Copenhagen,2020-10-21,37
Copenhagen,2020-10-22,40
Copenhagen,2020-10-23,31
Copenhagen,2020-10-24,33
Copenhagen,2020-10-25,28
Copenhagen,2020-10-26,37
Copenhagen,2020-10-27,38
Copenhagen,2020-10-28,37
Copenhagen,2020-10-29,37
Copenhagen,2020-10-30,34
Copenhagen,2020-10-31,30
Copenhagen,2020-11-01,30
Copenhagen,2020-11-02,38
Copenhagen,2020-11-03,35
Copenhagen,2020-11-04,32
Copenhagen,2020-11-05,33
Copenhagen,2020-11-06,28
Copenhagen,2020-11-07,30
Copenhagen,2020-11-08,28
Copenhagen,2020-11-09,35
Copenhagen,2020-11-10,36
Copenhagen,2020-11-11,33
Copenhagen,2020-11-12,32
Copenhagen,2020-11-13,30
Copenhagen,2020-11-14,30
Copenhagen,2020-11-15,24
Copenhagen,2020-11-16,35
Copenhagen,2020-11-17,38
Copenhagen,2020-11-18,35
Copenhagen,2020-11-19,32
Copenhagen,2020-11-20,30
Copenhagen,2020-11-21,31
Copenhagen,2020-11-22,30
Copenhagen,2020-11-23,33
Copenhagen,2020-11-24,36
Copenhagen,2020-11-25,36
Copenhagen,2020-11-26,31
Copenhagen,2020-11-27,28
Copenhagen,2020-11-28,28
Copenhagen,2020-11-29,25
Copenhagen,2020-11-30,33
Copenhagen,2020-12-01,37
Copenhagen,2020-12-02,33
Copenhagen,2020-12-03,33
Copenhagen,2020-12-04,30
Copenhagen,2020-12-05,28
Copenhagen,2020-12-06,27
Copenhagen,2020-12-07,33
Copenhagen,2020-12-08,38
Copenhagen,2020-12-09,27
Copenhagen,2020-12-10,25
Copenhagen,2020-12-11,22
Copenhagen,2020-12-12,21
Copenhagen,2020-12-13,22
Copenhagen,2020-12-14,25
Copenhagen,2020-12-15,26
Copenhagen,2020-12-16,26
Copenhagen,2020-12-17,24
Copenhagen,2020-12-18,21
Copenhagen,2020-12-19,21
Copenhagen,2020-12-20,19
Copenhagen,2020-12-21,21
Copenhagen,2020-12-22,22
Copenhagen,2020-12-23,19
Copenhagen,2020-12-24,13
Copenhagen,2020-12-25,10
Copenhagen,2020-12-26,11
Copenhagen,2020-12-27,13
Copenhagen,2020-12-28,16
Copenhagen,2020-12-29,18
Copenhagen,2020-12-30,19
Copenhagen,2020-12-31,16
Copenhagen,2021-01-01,13
Copenhagen,2021-01-02,14
Copenhagen,2021-01-03,14
Copenhagen,2021-01-04,19
Copenhagen,2021-01-05,19
Copenhagen,2021-01-06,19
Copenhagen,2021-01-07,19
Copenhagen,2021-01-08,14
Copenhagen,2021-01-09,15
Copenhagen,2021-01-10,14
Copenhagen,2021-01-11,19
Copenhagen,2021-01-12,19
Copenhagen,2021-01-13,21
Hamburg,2020-02-24,112
Hamburg,2020-02-25,105
Hamburg,2020-02-26,97
Hamburg,2020-02-27,106
Hamburg,2020-02-28,95
Hamburg,2020-02-29,97
Hamburg,2020-03-01,95
Hamburg,2020-03-02,94
Hamburg,2020-03-03,82
Hamburg,2020-03-04,85
Hamburg,2020-03-05,87
Hamburg,2020-03-06,88
Hamburg,2020-03-07,93
Hamburg,2020-03-08,88
Hamburg,2020-03-09,87
Hamburg,2020-03-10,74
Hamburg,2020-03-11,72
Hamburg,2020-03-12,67
Hamburg,2020-03-13,59
Hamburg,2020-03-14,48
Hamburg,2020-03-15,45
Hamburg,2020-03-16,39
Hamburg,2020-03-17,27
Hamburg,2020-03-18,20
Hamburg,2020-03-19,19
Hamburg,2020-03-20,14
Hamburg,2020-03-21,9
Hamburg,2020-03-22,12
Hamburg,2020-03-23,15
Hamburg,2020-03-24,12
Hamburg,2020-03-25,12
Hamburg,2020-03-26,10
Hamburg,2020-03-27,11
Hamburg,2020-03-28,11
Hamburg,2020-03-29,10
Hamburg,2020-03-30,14
Hamburg,2020-03-31,13
Hamburg,2020-04-01,12
Hamburg,2020-04-02,13
Hamburg,2020-04-03,10
Hamburg,2020-04-04,10
Hamburg,2020-04-05,14
Hamburg,2020-04-06,16
Hamburg,2020-04-07,15
Hamburg,2020-04-08,15
Hamburg,2020-04-09,16
Hamburg,2020-04-10,10
Hamburg,2020-04-11,10
Hamburg,2020-04-12,13
Hamburg,2020-04-13,11
Hamburg,2020-04-14,13
Hamburg,2020-04-15,15
Hamburg,2020-04-16,15
Hamburg,2020-04-17,13
Hamburg,2020-04-18,13
Hamburg,2020-04-19,13
Hamburg,2020-04-20,19
Hamburg,2020-04-21,18
Hamburg,2020-04-22,15
Hamburg,2020-04-23,18
Hamburg,2020-04-24,15
Hamburg,2020-04-25,13
Hamburg,2020-04-26,16
Hamburg,2020-04-27,19
Hamburg,2020-04-28,16
Hamburg,2020-04-29,18
Hamburg,2020-04-30,17
Hamburg,2020-05-01,13
Hamburg,2020-05-02,15
Hamburg,2020-05-03,18
Hamburg,2020-05-04,20
Hamburg,2020-05-05,19
Hamburg,2020-05-06,19
Hamburg,2020-05-07,20
Hamburg,2020-05-08,20
Hamburg,2020-05-09,21
Hamburg,2020-05-10,22
Hamburg,2020-05-11,23
Hamburg,2020-05-12,25
Hamburg,2020-05-13,24
Hamburg,2020-05-14,21
Hamburg,2020-05-15,23
Hamburg,2020-05-16,22
Hamburg,2020-05-17,21
Hamburg,2020-05-18,28
Hamburg,2020-05-19,26
Hamburg,2020-05-20,30
Hamburg,2020-05-21,35
Hamburg,2020-05-22,24
Hamburg,2020-05-23,31
Hamburg,2020-05-24,22
Hamburg,2020-05-25,27
Hamburg,2020-05-26,32
Hamburg,2020-05-27,28
Hamburg,2020-05-28,32
Hamburg,2020-05-29,28
Hamburg,2020-05-30,32
Hamburg,2020-05-31,30
Hamburg,2020-06-01,37
Hamburg,2020-06-02,41
Hamburg,2020-06-03,34
Hamburg,2020-06-04,28
Hamburg,2020-06-05,32
Hamburg,2020-06-06,39
Hamburg,2020-06-07,32
Hamburg,2020-06-08,40
Hamburg,2020-06-09,38
Hamburg,2020-06-10,40
Hamburg,2020-06-11,43
Hamburg,2020-06-12,46
Hamburg,2020-06-13,37
Hamburg,2020-06-14,35
Hamburg,2020-06-15,43
Hamburg,2020-06-16,42
Hamburg,2020-06-17,42
Hamburg,2020-06-18,46
Hamburg,2020-06-19,44
Hamburg,2020-06-20,46
Hamburg,2020-06-21,40
Hamburg,2020-06-22,40
Hamburg,2020-06-23,52
Hamburg,2020-06-24,47
Hamburg,2020-06-25,43
Hamburg,2020-06-26,46
Hamburg,2020-06-27,39
Hamburg,2020-06-28,36
Hamburg,2020-06-29,44
Hamburg,2020-06-30,45
Hamburg,2020-07-01,51
Hamburg,2020-07-02,50
Hamburg,2020-07-03,52
Hamburg,2020-07-04,54
Hamburg,2020-07-05,44
Hamburg,2020-07-06,47
Hamburg,2020-07-07,51
Hamburg,2020-07-08,52
Hamburg,2020-07-09,55
Hamburg,2020-07-10,53
Hamburg,2020-07-11,51
Hamburg,2020-07-12,49
Hamburg,2020-07-13,57
Hamburg,2020-07-14,59
Hamburg,2020-07-15,55
Hamburg,2020-07-16,47
Hamburg,2020-07-17,55
Hamburg,2020-07-18,66
Hamburg,2020-07-19,55
Hamburg,2020-07-20,59
Hamburg,2020-07-21,64
Hamburg,2020-07-22,63
Hamburg,2020-07-23,62
Hamburg,2020-07-24,57
Hamburg,2020-07-25,55
Hamburg,2020-07-26,50
Hamburg,2020-07-27,61
Hamburg,2020-07-28,60
Hamburg,2020-07-29,64
Hamburg,2020-07-30,65
Hamburg,2020-07-31,59
Hamburg,2020-08-01,61
Hamburg,2020-08-02,57
Hamburg,2020-08-03,70
Hamburg,2020-08-04,85
Hamburg,2020-08-05,84
Hamburg,2020-08-06,72
Hamburg,2020-08-07,63
Hamburg,2020-08-08,59
Hamburg,2020-08-09,56
Hamburg,2020-08-10,68
Hamburg,2020-08-11,71
Hamburg,2020-08-12,65
Hamburg,2020-08-13,69
Hamburg,2020-08-14,63
Hamburg,2020-08-15,63
Hamburg,2020-08-16,61
Hamburg,2020-08-17,68
Hamburg,2020-08-18,62
Hamburg,2020-08-19,67
Hamburg,2020-08-20,68
Hamburg,2020-08-21,66
Hamburg,2020-08-22,66
Hamburg,2020-08-23,63
Hamburg,2020-08-24,68
Hamburg,2020-08-25,64
Hamburg,2020-08-26,74
Hamburg,2020-08-27,70
Hamburg,2020-08-28,66
Hamburg,2020-08-29,60
Hamburg,2020-08-30,61
Hamburg,2020-08-31,63
Hamburg,2020-09-01,68
Hamburg,2020-09-02,69
Hamburg,2020-09-03,68
Hamburg,2020-09-04,64
Hamburg,2020-09-05,69
Hamburg,2020-09-06,69
Hamburg,2020-09-07,64
Hamburg,2020-09-08,66
Hamburg,2020-09-09,64
Hamburg,2020-09-10,69
Hamburg,2020-09-11,65
Hamburg,2020-09-12,68
Hamburg,2020-09-13,59
Hamburg,2020-09-14,66
Hamburg,2020-09-15,65
Hamburg,2020-09-16,62
Hamburg,2020-09-17,67
Hamburg,2020-09-18,72
Hamburg,2020-09-19,78
Hamburg,2020-09-20,68
Hamburg,2020-09-21,70
Hamburg,2020-09-22,70
Hamburg,2020-09-23,63
Hamburg,2020-09-24,66
Hamburg,2020-09-25,67
Hamburg,2020-09-26,70
Hamburg,2020-09-27,66
Hamburg,2020-09-28,72
Hamburg,2020-09-29,78
Hamburg,2020-09-30,61
Hamburg,2020-10-01,71
Hamburg,2020-10-02,60
Hamburg,2020-10-03,67
Hamburg,2020-10-04,65
Hamburg,2020-10-05,64
Hamburg,2020-10-06,69
Hamburg,2020-10-07,64
Hamburg,2020-10-08,72
Hamburg,2020-10-09,63
Hamburg,2020-10-10,64
Hamburg,2020-10-11,59
Hamburg,2020-10-12,74
Hamburg,2020-10-13,67
Hamburg,2020-10-14,67
Hamburg,2020-10-15,63
Hamburg,2020-10-16,69
Hamburg,2020-10-17,65
Hamburg,2020-10-18,51
Hamburg,2020-10-19,60
Hamburg,2020-10-20,68
Hamburg,2020-10-21,69
Hamburg,2020-10-22,61
Hamburg,2020-10-23,50
Hamburg,2020-10-24,55
Hamburg,2020-10-25,55
Hamburg,2020-10-26,61
Hamburg,2020-10-27,50
Hamburg,2020-10-28,55
Hamburg,2020-10-29,51
Hamburg,2020-10-30,46
Hamburg,2020-10-31,40
Hamburg,2020-11-01,46
Hamburg,2020-11-02,51
Hamburg,2020-11-03,42
Hamburg,2020-11-04,39
Hamburg,2020-11-05,41
Hamburg,2020-11-06,34
Hamburg,2020-11-07,38
Hamburg,2020-11-08,35
Hamburg,2020-11-09,38
Hamburg,2020-11-10,34
Hamburg,2020-11-11,38
Hamburg,2020-11-12,38
Hamburg,2020-11-13,36
Hamburg,2020-11-14,32
Hamburg,2020-11-15,38
Hamburg,2020-11-16,36
Hamburg,2020-11-17,35
Hamburg,2020-11-18,35
Hamburg,2020-11-19,34
Hamburg,2020-11-20,32
Hamburg,2020-11-21,31
Hamburg,2020-11-22,28
Hamburg,2020-11-23,34
Hamburg,2020-11-24,35
Hamburg,2020-11-25,34
Hamburg,2020-11-26,36
Hamburg,2020-11-27,33
Hamburg,2020-11-28,26
Hamburg,2020-11-29,28
Hamburg,2020-11-30,33
Hamburg,2020-12-01,36
Hamburg,2020-12-02,38
Hamburg,2020-12-03,33
Hamburg,2020-12-04,33
Hamburg,2020-12-05,33
Hamburg,2020-12-06,34
Hamburg,2020-12-07,35
Hamburg,2020-12-08,32
Hamburg,2020-12-09,32
Hamburg,2020-12-10,36
Hamburg,2020-12-11,30
Hamburg,2020-12-12,28
Hamburg,2020-12-13,27
Hamburg,2020-12-14,38
Hamburg,2020-12-15,38
Hamburg,2020-12-16,28
Hamburg,2020-12-17,25
Hamburg,2020-12-18,23
Hamburg,2020-12-19,21
Hamburg,2020-12-20,22
Hamburg,2020-12-21,24
Hamburg,2020-12-22,22
Hamburg,2020-12-23,20
Hamburg,2020-12-24,17
Hamburg,2020-12-25,12
Hamburg,2020-12-26,12
Hamburg,2020-12-27,15
Hamburg,2020-12-28,23
Hamburg,2020-12-29,22
Hamburg,2020-12-30,18
Hamburg,2020-12-31,18
Hamburg,2021-01-01,13
Hamburg,2021-01-02,16
Hamburg,2021-01-03,24
Hamburg,2021-01-04,28
Hamburg,2021-01-05,28
Hamburg,2021-01-06,20
Hamburg,2021-01-07,23
Hamburg,2021-01-08,20
Hamburg,2021-01-09,20
Hamburg,2021-01-10,21
Hamburg,2021-01-11,24
Hamburg,2021-01-12,24
Hamburg,2021-01-13,24
Hong Kong,2020-01-20,107
Hong Kong,2020-01-21,104
Hong Kong,2020-01-22,103
Hong Kong,2020-01-23,93
Hong Kong,2020-01-24,73
Hong Kong,2020-01-25,49
Hong Kong,2020-01-26,61
Hong Kong,2020-01-27,72
Hong Kong,2020-01-28,62
Hong Kong,2020-01-29,53
Hong Kong,2020-01-30,50
Hong Kong,2020-01-31,48
Hong Kong,2020-02-01,47
Hong Kong,2020-02-02,50
Hong Kong,2020-02-03,53
Hong Kong,2020-02-04,52
Hong Kong,2020-02-05,48
Hong Kong,2020-02-06,47
Hong Kong,2020-02-07,47
Hong Kong,2020-02-08,46
Hong Kong,2020-02-09,47
Hong Kong,2020-02-10,48
Hong Kong,2020-02-11,45
Hong Kong,2020-02-12,48
Hong Kong,2020-02-13,44
Hong Kong,2020-02-14,52
Hong Kong,2020-02-15,44
Hong Kong,2020-02-16,43
Hong Kong,2020-02-17,48
Hong Kong,2020-02-18,49
Hong Kong,2020-02-19,50
Hong Kong,2020-02-20,51
Hong Kong,2020-02-21,49
Hong Kong,2020-02-22,53
Hong Kong,2020-02-23,52
Hong Kong,2020-02-24,51
Hong Kong,2020-02-25,50
Hong Kong,2020-02-26,52
Hong Kong,2020-02-27,52
Hong Kong,2020-02-28,51
Hong Kong,2020-02-29,55
Hong Kong,2020-03-01,56
Hong Kong,2020-03-02,52
Hong Kong,2020-03-03,52
Hong Kong,2020-03-04,50
Hong Kong,2020-03-05,52
Hong Kong,2020-03-06,54
Hong Kong,2020-03-07,55
Hong Kong,2020-03-08,53
Hong Kong,2020-03-09,54
Hong Kong,2020-03-10,55
Hong Kong,2020-03-11,52
Hong Kong,2020-03-12,54
Hong Kong,2020-03-13,53
Hong Kong,2020-03-14,56
Hong Kong,2020-03-15,55
Hong Kong,2020-03-16,54
Hong Kong,2020-03-17,52
Hong Kong,2020-03-18,48
Hong Kong,2020-03-19,46
Hong Kong,2020-03-20,44
Hong Kong,2020-03-21,41
Hong Kong,2020-03-22,42
Hong Kong,2020-03-23,40
Hong Kong,2020-03-24,38
Hong Kong,2020-03-25,37
Hong Kong,2020-03-26,36
Hong Kong,2020-03-27,34
Hong Kong,2020-03-28,28
Hong Kong,2020-03-29,28
Hong Kong,2020-03-30,32
Hong Kong,2020-03-31,33
Hong Kong,2020-04-01,33
Hong Kong,2020-04-02,32
Hong Kong,2020-04-03,32
Hong Kong,2020-04-04,27
Hong Kong,2020-04-05,26
Hong Kong,2020-04-06,32
Hong Kong,2020-04-07,36
Hong Kong,2020-04-08,38
Hong Kong,2020-04-09,44
Hong Kong,2020-04-10,38
Hong Kong,2020-04-11,31
Hong Kong,2020-04-12,42
Hong Kong,2020-04-13,42
Hong Kong,2020-04-14,40
Hong Kong,2020-04-15,41
Hong Kong,2020-04-16,42
Hong Kong,2020-04-17,42
Hong Kong,2020-04-18,41
Hong Kong,2020-04-19,41
Hong Kong,2020-04-20,42
Hong Kong,2020-04-21,41
Hong Kong,2020-04-22,37
Hong Kong,2020-04-23,39
Hong Kong,2020-04-24,39
Hong Kong,2020-04-25,40
Hong Kong,2020-04-26,44
Hong Kong,2020-04-27,48
Hong Kong,2020-04-28,48
Hong Kong,2020-04-29,55
Hong Kong,2020-04-30,60
Hong Kong,2020-05-01,51
Hong Kong,2020-05-02,49
Hong Kong,2020-05-03,49
Hong Kong,2020-05-04,49
Hong Kong,2020-05-05,49
Hong Kong,2020-05-06,49
Hong Kong,2020-05-07,51
Hong Kong,2020-05-08,52
Hong Kong,2020-05-09,51
Hong Kong,2020-05-10,46
Hong Kong,2020-05-11,53
Hong Kong,2020-05-12,51
Hong Kong,2020-05-13,51
Hong Kong,2020-05-14,53
Hong Kong,2020-05-15,54
Hong Kong,2020-05-16,54
Hong Kong,2020-05-17,53
Hong Kong,2020-05-18,49
Hong Kong,2020-05-19,54
Hong Kong,2020-05-20,54
Hong Kong,2020-05-21,52
Hong Kong,2020-05-22,53
Hong Kong,2020-05-23,53
Hong Kong,2020-05-24,52
Hong Kong,2020-05-25,53
Hong Kong,2020-05-26,56
Hong Kong,2020-05-27,51
Hong Kong,2020-05-28,56
Hong Kong,2020-05-29,57
Hong Kong,2020-05-30,46
Hong Kong,2020-05-31,56
Hong Kong,2020-06-01,61
Hong Kong,2020-06-02,60
Hong Kong,2020-06-03,63
Hong Kong,2020-06-04,60
Hong Kong,2020-06-05,61
Hong Kong,2020-06-06,55
Hong Kong,2020-06-07,46
Hong Kong,2020-06-08,56
Hong Kong,2020-06-09,61
Hong Kong,2020-06-10,64
Hong Kong,2020-06-11,67
Hong Kong,2020-06-12,64
Hong Kong,2020-06-13,56
Hong Kong,2020-06-14,50
Hong Kong,2020-06-15,66
Hong Kong,2020-06-16,65
Hong Kong,2020-06-17,67
Hong Kong,2020-06-18,68
Hong Kong,2020-06-19,70
Hong Kong,2020-06-20,67
Hong Kong,2020-06-21,62
Hong Kong,2020-06-22,71
Hong Kong,2020-06-23,71
Hong Kong,2020-06-24,78
Hong Kong,2020-06-25,72
Hong Kong,2020-06-26,74
Hong Kong,2020-06-27,69
Hong Kong,2020-06-28,70
Hong Kong,2020-06-29,76
Hong Kong,2020-06-30,80
Hong Kong,2020-07-01,60
Hong Kong,2020-07-02,71
Hong Kong,2020-07-03,69
Hong Kong,2020-07-04,68
Hong Kong,2020-07-05,68
Hong Kong,2020-07-06,75
Hong Kong,2020-07-07,72
Hong Kong,2020-07-08,70
Hong Kong,2020-07-09,69
Hong Kong,2020-07-10,65
Hong Kong,2020-07-11,57
Hong Kong,2020-07-12,56
Hong Kong,2020-07-13,60
Hong Kong,2020-07-14,54
Hong Kong,2020-07-15,46
Hong Kong,2020-07-16,48
Hong Kong,2020-07-17,43
Hong Kong,2020-07-18,39
Hong Kong,2020-07-19,35
Hong Kong,2020-07-20,40
Hong Kong,2020-07-21,38
Hong Kong,2020-07-22,36
Hong Kong,2020-07-23,36
Hong Kong,2020-07-24,35
Hong Kong,2020-07-25,32
Hong Kong,2020-07-26,31
Hong Kong,2020-07-27,37
Hong Kong,2020-07-28,36
Hong Kong,2020-07-29,31
Hong Kong,2020-07-30,31
Hong Kong,2020-07-31,28
Hong Kong,2020-08-01,24
Hong Kong,2020-08-02,27
Hong Kong,2020-08-03,33
Hong Kong,2020-08-04,33
Hong Kong,2020-08-05,33
Hong Kong,2020-08-06,35
Hong Kong,2020-08-07,35
Hong Kong,2020-08-08,34
Hong Kong,2020-08-09,34
Hong Kong,2020-08-10,39
Hong Kong,2020-08-11,37
Hong Kong,2020-08-12,35
Hong Kong,2020-08-13,36
Hong Kong,2020-08-14,38
Hong Kong,2020-08-15,39
Hong Kong,2020-08-16,38
Hong Kong,2020-08-17,40
Hong Kong,2020-08-18,34
Hong Kong,2020-08-19,32
Hong Kong,2020-08-20,43
Hong Kong,2020-08-21,41
Hong Kong,2020-08-22,41
Hong Kong,2020-08-23,42
Hong Kong,2020-08-24,45
Hong Kong,2020-08-25,44
Hong Kong,2020-08-26,43
Hong Kong,2020-08-27,45
Hong Kong,2020-08-28,47
Hong Kong,2020-08-29,47
Hong Kong,2020-08-30,49
Hong Kong,2020-08-31,56
Hong Kong,2020-09-01,48
Hong Kong,2020-09-02,47
Hong Kong,2020-09-03,47
Hong Kong,2020-09-04,48
Hong Kong,2020-09-05,48
Hong Kong,2020-09-06,47
Hong Kong,2020-09-07,49
Hong Kong,2020-09-08,45
Hong Kong,2020-09-09,49
Hong Kong,2020-09-10,49
Hong Kong,2020-09-11,52
Hong Kong,2020-09-12,50
Hong Kong,2020-09-13,53
Hong Kong,2020-09-14,53
Hong Kong,2020-09-15,48
Hong Kong,2020-09-16,54
Hong Kong,2020-09-17,54
Hong Kong,2020-09-18,55
Hong Kong,2020-09-19,53
Hong Kong,2020-09-20,56
Hong Kong,2020-09-21,54
Hong Kong,2020-09-22,57
Hong Kong,2020-09-23,60
Hong Kong,2020-09-24,59
Hong Kong,2020-09-25,60
Hong Kong,2020-09-26,60
Hong Kong,2020-09-27,59
Hong Kong,2020-09-28,60
Hong Kong,2020-09-29,61
Hong Kong,2020-09-30,69
Hong Kong,2020-10-01,66
Hong Kong,2020-10-02,68
Hong Kong,2020-10-03,64
Hong Kong,2020-10-04,62
Hong Kong,2020-10-05,62
Hong Kong,2020-10-06,60
Hong Kong,2020-10-07,60
Hong Kong,2020-10-08,61
Hong Kong,2020-10-09,62
Hong Kong,2020-10-10,64
Hong Kong,2020-10-11,63
Hong Kong,2020-10-12,55
Hong Kong,2020-10-13,22
Hong Kong,2020-10-14,59
Hong Kong,2020-10-15,62
Hong Kong,2020-10-16,63
Hong Kong,2020-10-17,65
Hong Kong,2020-10-18,64
Hong Kong,2020-10-19,61
Hong Kong,2020-10-20,59
Hong Kong,2020-10-21,57
Hong Kong,2020-10-22,60
Hong Kong,2020-10-23,60
Hong Kong,2020-10-24,65
Hong Kong,2020-10-25,75
Hong Kong,2020-10-26,68
Hong Kong,2020-10-27,60
Hong Kong,2020-10-28,57
Hong Kong,2020-10-29,60
Hong Kong,2020-10-30,61
Hong Kong,2020-10-31,66
Hong Kong,2020-11-01,62
