city,date,percentage
New York City,2020-03-15,36
New York City,2020-03-16,30
New York City,2020-03-17,20
New York City,2020-03-18,17
New York City,2020-03-19,13
New York City,2020-03-20,12
New York City,2020-03-21,10
New York City,2020-03-22,8
New York City,2020-03-23,8
New York City,2020-03-24,8
New York City,2020-03-25,7
New York City,2020-03-26,8
New York City,2020-03-27,7
New York City,2020-03-28,6
New York City,2020-03-29,5
New York City,2020-03-30,8
New York City,2020-03-31,7
New York City,2020-04-01,7
New York City,2020-04-02,6
New York City,2020-04-03,6
New York City,2020-04-04,6
New York City,2020-04-05,5
New York City,2020-04-06,7
New York City,2020-04-07,6
New York City,2020-04-08,6
New York City,2020-04-09,5
New York City,2020-04-10,5
New York City,2020-04-11,5
New York City,2020-04-12,5
New York City,2020-04-13,6
New York City,2020-04-14,6
New York City,2020-04-15,6
New York City,2020-04-16,6
New York City,2020-04-17,5
New York City,2020-04-18,4
New York City,2020-04-19,5
New York City,2020-04-20,6
New York City,2020-04-21,6
New York City,2020-04-22,6
New York City,2020-04-23,5
New York City,2020-04-24,5
New York City,2020-04-25,6
New York City,2020-04-26,4
New York City,2020-04-27,6
New York City,2020-04-28,7
New York City,2020-04-29,6
New York City,2020-04-30,5
New York City,2020-05-01,6
New York City,2020-05-02,6
New York City,2020-05-03,6
New York City,2020-05-04,7
New York City,2020-05-05,7
New York City,2020-05-06,6
New York City,2020-05-07,6
New York City,2020-05-08,6
New York City,2020-05-09,5
New York City,2020-05-10,6
New York City,2020-05-11,7
New York City,2020-05-12,7
New York City,2020-05-13,7
New York City,2020-05-14,7
New York City,2020-05-15,7
New York City,2020-05-16,7
New York City,2020-05-17,7
New York City,2020-05-18,8
New York City,2020-05-19,8
New York City,2020-05-20,8
New York City,2020-05-21,8
New York City,2020-05-22,8
New York City,2020-05-23,5
New York City,2020-05-24,8
New York City,2020-05-25,9
New York City,2020-05-26,9
New York City,2020-05-27,9
New York City,2020-05-28,8
New York City,2020-05-29,8
New York City,2020-05-30,9
New York City,2020-05-31,9
New York City,2020-06-01,10
New York City,2020-06-02,11
New York City,2020-06-03,9
New York City,2020-06-04,10
New York City,2020-06-05,9
New York City,2020-06-06,10
New York City,2020-06-07,11
New York City,2020-06-08,12
New York City,2020-06-09,12
New York City,2020-06-10,12
New York City,2020-06-11,10
New York City,2020-06-12,12
New York City,2020-06-13,13
New York City,2020-06-14,12
New York City,2020-06-15,13
New York City,2020-06-16,13
New York City,2020-06-17,13
New York City,2020-06-18,12
New York City,2020-06-19,15
New York City,2020-06-20,13
New York City,2020-06-21,13
New York City,2020-06-22,16
New York City,2020-06-23,16
New York City,2020-06-24,16
New York City,2020-06-25,15
New York City,2020-06-26,16
New York City,2020-06-27,14
New York City,2020-06-28,16
New York City,2020-06-29,18
New York City,2020-06-30,17
New York City,2020-07-01,16
New York City,2020-07-02,18
New York City,2020-07-03,16
New York City,2020-07-04,14
New York City,2020-07-05,16
New York City,2020-07-06,18
New York City,2020-07-07,17
New York City,2020-07-08,18
New York City,2020-07-09,19
New York City,2020-07-10,15
New York City,2020-07-11,15
New York City,2020-07-12,19
New York City,2020-07-13,20
New York City,2020-07-14,20
New York City,2020-07-15,20
New York City,2020-07-16,19
New York City,2020-07-17,18
New York City,2020-07-18,20
New York City,2020-07-19,20
New York City,2020-07-20,20
New York City,2020-07-21,20
New York City,2020-07-22,19
New York City,2020-07-23,18
New York City,2020-07-24,19
New York City,2020-07-25,23
New York City,2020-07-26,20
New York City,2020-07-27,21
New York City,2020-07-28,20
New York City,2020-07-29,21
New York City,2020-07-30,20
New York City,2020-07-31,20
New York City,2020-08-01,23
New York City,2020-08-02,19
New York City,2020-08-03,22
New York City,2020-08-04,19
New York City,2020-08-05,23
New York City,2020-08-06,22
New York City,2020-08-07,22
New York City,2020-08-08,22
New York City,2020-08-09,23
New York City,2020-08-10,23
New York City,2020-08-11,23
New York City,2020-08-12,21
New York City,2020-08-13,21
New York City,2020-08-14,23
New York City,2020-08-15,25
New York City,2020-08-16,18
New York City,2020-08-17,24
New York City,2020-08-18,24
New York City,2020-08-19,23
New York City,2020-08-20,24
New York City,2020-08-21,25
New York City,2020-08-22,26
New York City,2020-08-23,24
New York City,2020-08-24,25
New York City,2020-08-25,24
New York City,2020-08-26,25
New York City,2020-08-27,23
New York City,2020-08-28,25
New York City,2020-08-29,22
New York City,2020-08-30,28
New York City,2020-08-31,25
New York City,2020-09-01,24
New York City,2020-09-02,24
New York City,2020-09-03,24
New York City,2020-09-04,27
New York City,2020-09-05,28
New York City,2020-09-06,27
New York City,2020-09-07,27
New York City,2020-09-08,27
New York City,2020-09-09,26
New York City,2020-09-10,24
New York City,2020-09-11,27
New York City,2020-09-12,32
New York City,2020-09-13,27
New York City,2020-09-14,28
New York City,2020-09-15,27
New York City,2020-09-16,27
New York City,2020-09-17,27
New York City,2020-09-18,28
New York City,2020-09-19,32
New York City,2020-09-20,30
New York City,2020-09-21,28
New York City,2020-09-22,27
New York City,2020-09-23,28
New York City,2020-09-24,28
New York City,2020-09-25,28
New York City,2020-09-26,33
New York City,2020-09-27,28
New York City,2020-09-28,26
New York City,2020-09-29,26
New York City,2020-09-30,27
New York City,2020-10-01,28
New York City,2020-10-02,28
New York City,2020-10-03,33
New York City,2020-10-04,28
New York City,2020-10-05,27
New York City,2020-10-06,27
New York City,2020-10-07,28
New York City,2020-10-08,28
New York City,2020-10-09,28
New York City,2020-10-10,33
New York City,2020-10-11,28
New York City,2020-10-12,24
New York City,2020-10-13,25
New York City,2020-10-14,28
New York City,2020-10-15,28
New York City,2020-10-16,26
New York City,2020-10-17,33
New York City,2020-10-18,30
New York City,2020-10-19,28
New York City,2020-10-20,27
New York City,2020-10-21,28
New York City,2020-10-22,28
New York City,2020-10-23,30
New York City,2020-10-24,34
New York City,2020-10-25,28
New York City,2020-10-26,27
New York City,2020-10-27,27
New York City,2020-10-28,28
New York City,2020-10-29,25
New York City,2020-10-30,27
New York City,2020-10-31,31
New York City,2020-11-01,26
New York City,2020-11-02,27
New York City,2020-11-03,25
New York City,2020-11-04,23
New York City,2020-11-05,26
New York City,2020-11-06,28
New York City,2020-11-07,33
New York City,2020-11-08,31
New York City,2020-11-09,27
New York City,2020-11-10,27
New York City,2020-11-11,26
New York City,2020-11-12,24
New York City,2020-11-13,26
New York City,2020-11-14,32
New York City,2020-11-15,26
New York City,2020-11-16,25
New York City,2020-11-17,25
New York City,2020-11-18,25
New York City,2020-11-19,24
New York City,2020-11-20,26
New York City,2020-11-21,28
New York City,2020-11-22,24
New York City,2020-11-23,24
New York City,2020-11-24,24
New York City,2020-11-25,23
New York City,2020-11-26,14
New York City,2020-11-27,18
New York City,2020-11-28,20
New York City,2020-11-29,20
New York City,2020-11-30,20
New York City,2020-12-01,22
New York City,2020-12-02,22
New York City,2020-12-03,23
New York City,2020-12-04,22
New York City,2020-12-05,23
New York City,2020-12-06,25
New York City,2020-12-07,23
New York City,2020-12-08,22
New York City,2020-12-09,22
New York City,2020-12-10,23
New York City,2020-12-11,24
New York City,2020-12-12,25
New York City,2020-12-13,26
New York City,2020-12-14,22
New York City,2020-12-15,23
New York City,2020-12-16,21
New York City,2020-12-17,19
New York City,2020-12-18,23
New York City,2020-12-19,23
New York City,2020-12-20,20
New York City,2020-12-21,23
New York City,2020-12-22,23
New York City,2020-12-23,22
New York City,2020-12-24,17
New York City,2020-12-25,9
New York City,2020-12-26,13
New York City,2020-12-27,15
New York City,2020-12-28,22
New York City,2020-12-29,21
New York City,2020-12-30,22
New York City,2020-12-31,19
New York City,2021-01-01,13
New York City,2021-01-02,18
New York City,2021-01-03,16
New York City,2021-01-04,21
New York City,2021-01-05,21
New York City,2021-01-06,20
New York City,2021-01-07,20
New York City,2021-01-08,20
New York City,2021-01-09,22
New York City,2021-01-10,21
New York City,2021-01-11,22
New York City,2021-01-12,22
New York City,2021-01-13,22
Paris,2020-03-02,95
Paris,2020-03-03,101
Paris,2020-03-04,95
Paris,2020-03-05,98
Paris,2020-03-06,99
Paris,2020-03-07,99
Paris,2020-03-08,95
Paris,2020-03-09,86
Paris,2020-03-10,88
Paris,2020-03-11,89
Paris,2020-03-12,81
Paris,2020-03-13,74
Paris,2020-03-14,65
Paris,2020-03-15,47
Paris,2020-03-16,33
Paris,2020-03-17,15
Paris,2020-03-18,8
Paris,2020-03-19,7
Paris,2020-03-20,6
Paris,2020-03-21,5
Paris,2020-03-22,6
Paris,2020-03-23,7
Paris,2020-03-24,6
Paris,2020-03-25,6
Paris,2020-03-26,6
Paris,2020-03-27,5
Paris,2020-03-28,5
Paris,2020-03-29,5
Paris,2020-03-30,6
Paris,2020-03-31,6
Paris,2020-04-01,5
Paris,2020-04-02,5
Paris,2020-04-03,5
Paris,2020-04-04,4
Paris,2020-04-05,5
Paris,2020-04-06,5
Paris,2020-04-07,5
Paris,2020-04-08,5
Paris,2020-04-09,5
Paris,2020-04-10,5
Paris,2020-04-11,5
Paris,2020-04-12,5
Paris,2020-04-13,4
Paris,2020-04-14,6
Paris,2020-04-15,5
Paris,2020-04-16,5
Paris,2020-04-17,5
Paris,2020-04-18,5
Paris,2020-04-19,5
Paris,2020-04-20,6
Paris,2020-04-21,6
Paris,2020-04-22,6
Paris,2020-04-23,6
Paris,2020-04-24,5
Paris,2020-04-25,5
Paris,2020-04-26,6
Paris,2020-04-27,7
Paris,2020-04-28,7
Paris,2020-04-29,6
Paris,2020-04-30,6
Paris,2020-05-01,4
Paris,2020-05-02,6
Paris,2020-05-03,7
Paris,2020-05-04,8
Paris,2020-05-05,8
Paris,2020-05-06,8
Paris,2020-05-07,9
Paris,2020-05-08,7
Paris,2020-05-09,8
Paris,2020-05-10,13
Paris,2020-05-11,23
Paris,2020-05-12,22
Paris,2020-05-13,22
Paris,2020-05-14,21
Paris,2020-05-15,23
Paris,2020-05-16,30
Paris,2020-05-17,31
Paris,2020-05-18,26
Paris,2020-05-19,28
Paris,2020-05-20,30
Paris,2020-05-21,28
Paris,2020-05-22,28
Paris,2020-05-23,32
Paris,2020-05-24,37
Paris,2020-05-25,30
Paris,2020-05-26,32
Paris,2020-05-27,33
Paris,2020-05-28,32
Paris,2020-05-29,36
Paris,2020-05-30,45
Paris,2020-05-31,46
Paris,2020-06-01,38
Paris,2020-06-02,48
Paris,2020-06-03,42
Paris,2020-06-04,41
Paris,2020-06-05,42
Paris,2020-06-06,52
Paris,2020-06-07,49
Paris,2020-06-08,43
Paris,2020-06-09,48
Paris,2020-06-10,49
Paris,2020-06-11,47
Paris,2020-06-12,48
Paris,2020-06-13,60
Paris,2020-06-14,56
Paris,2020-06-15,50
Paris,2020-06-16,56
Paris,2020-06-17,55
Paris,2020-06-18,55
Paris,2020-06-19,56
Paris,2020-06-20,63
Paris,2020-06-21,69
Paris,2020-06-22,57
Paris,2020-06-23,64
Paris,2020-06-24,65
Paris,2020-06-25,66
Paris,2020-06-26,63
Paris,2020-06-27,67
Paris,2020-06-28,69
Paris,2020-06-29,61
Paris,2020-06-30,68
Paris,2020-07-01,68
Paris,2020-07-02,67
Paris,2020-07-03,67
Paris,2020-07-04,71
Paris,2020-07-05,72
Paris,2020-07-06,64
Paris,2020-07-07,71
Paris,2020-07-08,71
Paris,2020-07-09,68
Paris,2020-07-10,64
Paris,2020-07-11,61
Paris,2020-07-12,60
Paris,2020-07-13,54
Paris,2020-07-14,56
Paris,2020-07-15,65
Paris,2020-07-16,64
Paris,2020-07-17,65
Paris,2020-07-18,68
Paris,2020-07-19,70
Paris,2020-07-20,63
Paris,2020-07-21,68
Paris,2020-07-22,67
Paris,2020-07-23,65
Paris,2020-07-24,62
Paris,2020-07-25,63
Paris,2020-07-26,66
Paris,2020-07-27,61
Paris,2020-07-28,65
Paris,2020-07-29,64
Paris,2020-07-30,62
Paris,2020-07-31,55
Paris,2020-08-01,56
Paris,2020-08-02,61
Paris,2020-08-03,52
Paris,2020-08-04,54
Paris,2020-08-05,53
Paris,2020-08-06,51
Paris,2020-08-07,48
Paris,2020-08-08,47
Paris,2020-08-09,51
Paris,2020-08-10,47
Paris,2020-08-11,48
Paris,2020-08-12,48
Paris,2020-08-13,46
Paris,2020-08-14,45
Paris,2020-08-15,45
Paris,2020-08-16,51
Paris,2020-08-17,48
Paris,2020-08-18,52
Paris,2020-08-19,48
Paris,2020-08-20,48
Paris,2020-08-21,48
Paris,2020-08-22,50
Paris,2020-08-23,64
Paris,2020-08-24,56
Paris,2020-08-25,61
Paris,2020-08-26,61
Paris,2020-08-27,61
Paris,2020-08-28,60
Paris,2020-08-29,63
Paris,2020-08-30,70
Paris,2020-08-31,73
Paris,2020-09-01,78
Paris,2020-09-02,79
Paris,2020-09-03,80
Paris,2020-09-04,80
Paris,2020-09-05,81
Paris,2020-09-06,84
Paris,2020-09-07,84
Paris,2020-09-08,88
Paris,2020-09-09,85
Paris,2020-09-10,84
Paris,2020-09-11,84
Paris,2020-09-12,92
Paris,2020-09-13,92
Paris,2020-09-14,83
Paris,2020-09-15,88
Paris,2020-09-16,89
Paris,2020-09-17,90
Paris,2020-09-18,87
Paris,2020-09-19,90
Paris,2020-09-20,96
Paris,2020-09-21,85
Paris,2020-09-22,90
Paris,2020-09-23,86
Paris,2020-09-24,85
Paris,2020-09-25,84
Paris,2020-09-26,87
Paris,2020-09-27,82
Paris,2020-09-28,79
Paris,2020-09-29,84
Paris,2020-09-30,85
Paris,2020-10-01,85
Paris,2020-10-02,84
Paris,2020-10-03,89
Paris,2020-10-04,84
Paris,2020-10-05,83
Paris,2020-10-06,81
Paris,2020-10-07,81
Paris,2020-10-08,80
Paris,2020-10-09,82
Paris,2020-10-10,87
Paris,2020-10-11,81
Paris,2020-10-12,76
Paris,2020-10-13,80
Paris,2020-10-14,77
Paris,2020-10-15,79
Paris,2020-10-16,82
Paris,2020-10-17,76
Paris,2020-10-18,84
Paris,2020-10-19,69
Paris,2020-10-20,70
Paris,2020-10-21,69
Paris,2020-10-22,67
Paris,2020-10-23,67
Paris,2020-10-24,75
Paris,2020-10-25,78
Paris,2020-10-26,64
Paris,2020-10-27,67
Paris,2020-10-28,69
Paris,2020-10-29,78
Paris,2020-10-30,27
Paris,2020-10-31,21
Paris,2020-11-01,26
Paris,2020-11-02,31
Paris,2020-11-03,28
Paris,2020-11-04,27
Paris,2020-11-05,27
Paris,2020-11-06,26
Paris,2020-11-07,20
Paris,2020-11-08,21
Paris,2020-11-09,30
Paris,2020-11-10,30
Paris,2020-11-11,18
Paris,2020-11-12,28
Paris,2020-11-13,27
Paris,2020-11-14,21
Paris,2020-11-15,21
Paris,2020-11-16,31
Paris,2020-11-17,31
Paris,2020-11-18,28
Paris,2020-11-19,28
Paris,2020-11-20,28
Paris,2020-11-21,24
Paris,2020-11-22,23
Paris,2020-11-23,31
Paris,2020-11-24,32
Paris,2020-11-25,30
Paris,2020-11-26,30
Paris,2020-11-27,30
Paris,2020-11-28,43
Paris,2020-11-29,38
Paris,2020-11-30,38
Paris,2020-12-01,43
Paris,2020-12-02,41
Paris,2020-12-03,41
Paris,2020-12-04,43
Paris,2020-12-05,50
Paris,2020-12-06,46
Paris,2020-12-07,44
Paris,2020-12-08,45
Paris,2020-12-09,44
Paris,2020-12-10,43
Paris,2020-12-11,45
Paris,2020-12-12,53
Paris,2020-12-13,50
Paris,2020-12-14,52
Paris,2020-12-15,52
Paris,2020-12-16,51
Paris,2020-12-17,50
Paris,2020-12-18,50
Paris,2020-12-19,55
Paris,2020-12-20,54
Paris,2020-12-21,47
Paris,2020-12-22,47
Paris,2020-12-23,42
Paris,2020-12-24,32
Paris,2020-12-25,18
Paris,2020-12-26,28
Paris,2020-12-27,34
Paris,2020-12-28,36
Paris,2020-12-29,39
Paris,2020-12-30,40
Paris,2020-12-31,39
Paris,2021-01-01,23
Paris,2021-01-02,35
Paris,2021-01-03,47
Paris,2021-01-04,49
Paris,2021-01-05,49
Paris,2021-01-06,47
Paris,2021-01-07,46
Paris,2021-01-08,47
Paris,2021-01-09,56
Paris,2021-01-10,61
Paris,2021-01-11,51
Paris,2021-01-12,52
Paris,2021-01-13,50
Philadelphia,2020-03-02,94
Philadelphia,2020-03-03,96
Philadelphia,2020-03-04,89
Philadelphia,2020-03-05,96
Philadelphia,2020-03-06,95
Philadelphia,2020-03-07,101
Philadelphia,2020-03-08,103
Philadelphia,2020-03-09,100
Philadelphia,2020-03-10,85
Philadelphia,2020-03-11,85
Philadelphia,2020-03-12,70
Philadelphia,2020-03-13,56
Philadelphia,2020-03-14,50
Philadelphia,2020-03-15,39
Philadelphia,2020-03-16,38
Philadelphia,2020-03-17,28
Philadelphia,2020-03-18,22
Philadelphia,2020-03-19,19
Philadelphia,2020-03-20,19
Philadelphia,2020-03-21,19
Philadelphia,2020-03-22,17
Philadelphia,2020-03-23,17
Philadelphia,2020-03-24,13
Philadelphia,2020-03-25,13
Philadelphia,2020-03-26,15
Philadelphia,2020-03-27,14
Philadelphia,2020-03-28,11
Philadelphia,2020-03-29,11
Philadelphia,2020-03-30,13
Philadelphia,2020-03-31,10
Philadelphia,2020-04-01,12
Philadelphia,2020-04-02,11
Philadelphia,2020-04-03,12
Philadelphia,2020-04-04,10
Philadelphia,2020-04-05,10
Philadelphia,2020-04-06,14
Philadelphia,2020-04-07,13
Philadelphia,2020-04-08,12
Philadelphia,2020-04-09,12
Philadelphia,2020-04-10,13
Philadelphia,2020-04-11,11
Philadelphia,2020-04-12,10
Philadelphia,2020-04-13,11
Philadelphia,2020-04-14,11
Philadelphia,2020-04-15,10
Philadelphia,2020-04-16,11
Philadelphia,2020-04-17,9
Philadelphia,2020-04-18,10
Philadelphia,2020-04-19,9
Philadelphia,2020-04-20,10
Philadelphia,2020-04-21,10
Philadelphia,2020-04-22,10
Philadelphia,2020-04-23,10
Philadelphia,2020-04-24,7
Philadelphia,2020-04-25,11
Philadelphia,2020-04-26,9
Philadelphia,2020-04-27,10
Philadelphia,2020-04-28,9
Philadelphia,2020-04-29,11
Philadelphia,2020-04-30,8
Philadelphia,2020-05-01,10
Philadelphia,2020-05-02,13
Philadelphia,2020-05-03,8
Philadelphia,2020-05-04,11
Philadelphia,2020-05-05,7
Philadelphia,2020-05-06,8
Philadelphia,2020-05-07,7
Philadelphia,2020-05-08,8
Philadelphia,2020-05-09,9
Philadelphia,2020-05-10,9
Philadelphia,2020-05-11,11
Philadelphia,2020-05-12,10
Philadelphia,2020-05-13,8
Philadelphia,2020-05-14,9
Philadelphia,2020-05-15,11
Philadelphia,2020-05-16,8
Philadelphia,2020-05-17,11
Philadelphia,2020-05-18,13
Philadelphia,2020-05-19,12
Philadelphia,2020-05-20,9
Philadelphia,2020-05-21,10
Philadelphia,2020-05-22,11
Philadelphia,2020-05-23,10
Philadelphia,2020-05-24,10
Philadelphia,2020-05-25,12
Philadelphia,2020-05-26,13
Philadelphia,2020-05-27,12
Philadelphia,2020-05-28,9
Philadelphia,2020-05-29,10
Philadelphia,2020-05-30,13
Philadelphia,2020-05-31,11
Philadelphia,2020-06-01,14
Philadelphia,2020-06-02,11
Philadelphia,2020-06-03,10
Philadelphia,2020-06-04,9
Philadelphia,2020-06-05,13
Philadelphia,2020-06-06,14
Philadelphia,2020-06-07,13
Philadelphia,2020-06-08,15
Philadelphia,2020-06-09,13
Philadelphia,2020-06-10,14
Philadelphia,2020-06-11,13
Philadelphia,2020-06-12,15
Philadelphia,2020-06-13,18
Philadelphia,2020-06-14,14
Philadelphia,2020-06-15,18
Philadelphia,2020-06-16,19
Philadelphia,2020-06-17,15
Philadelphia,2020-06-18,17
Philadelphia,2020-06-19,14
Philadelphia,2020-06-20,19
Philadelphia,2020-06-21,17
Philadelphia,2020-06-22,21
Philadelphia,2020-06-23,16
Philadelphia,2020-06-24,17
Philadelphia,2020-06-25,15
Philadelphia,2020-06-26,16
Philadelphia,2020-06-27,21
Philadelphia,2020-06-28,21
Philadelphia,2020-06-29,23
Philadelphia,2020-06-30,21
Philadelphia,2020-07-01,17
Philadelphia,2020-07-02,21
Philadelphia,2020-07-03,20
Philadelphia,2020-07-04,20
Philadelphia,2020-07-05,21
Philadelphia,2020-07-06,23
Philadelphia,2020-07-07,21
Philadelphia,2020-07-08,21
Philadelphia,2020-07-09,23
Philadelphia,2020-07-10,19
Philadelphia,2020-07-11,24
Philadelphia,2020-07-12,26
Philadelphia,2020-07-13,23
Philadelphia,2020-07-14,23
Philadelphia,2020-07-15,23
Philadelphia,2020-07-16,20
Philadelphia,2020-07-17,25
Philadelphia,2020-07-18,24
Philadelphia,2020-07-19,22
Philadelphia,2020-07-20,26
Philadelphia,2020-07-21,25
Philadelphia,2020-07-22,22
Philadelphia,2020-07-23,23
Philadelphia,2020-07-24,20
Philadelphia,2020-07-25,28
Philadelphia,2020-07-26,25
Philadelphia,2020-07-27,26
Philadelphia,2020-07-28,21
Philadelphia,2020-07-29,21
Philadelphia,2020-07-30,22
Philadelphia,2020-07-31,21
Philadelphia,2020-08-01,26
Philadelphia,2020-08-02,27
Philadelphia,2020-08-03,30
Philadelphia,2020-08-04,25
Philadelphia,2020-08-05,28
Philadelphia,2020-08-06,24
Philadelphia,2020-08-07,23
Philadelphia,2020-08-08,28
Philadelphia,2020-08-09,30
Philadelphia,2020-08-10,32
Philadelphia,2020-08-11,27
Philadelphia,2020-08-12,26
Philadelphia,2020-08-13,26
Philadelphia,2020-08-14,28
Philadelphia,2020-08-15,33
Philadelphia,2020-08-16,22
Philadelphia,2020-08-17,30
Philadelphia,2020-08-18,28
Philadelphia,2020-08-19,27
Philadelphia,2020-08-20,28
Philadelphia,2020-08-21,32
Philadelphia,2020-08-22,31
Philadelphia,2020-08-23,27
Philadelphia,2020-08-24,30
Philadelphia,2020-08-25,25
Philadelphia,2020-08-26,30
Philadelphia,2020-08-27,26
Philadelphia,2020-08-28,24
Philadelphia,2020-08-29,25
Philadelphia,2020-08-30,33
Philadelphia,2020-08-31,28
Philadelphia,2020-09-01,25
Philadelphia,2020-09-02,26
Philadelphia,2020-09-03,25
Philadelphia,2020-09-04,30
Philadelphia,2020-09-05,35
Philadelphia,2020-09-06,34
Philadelphia,2020-09-07,31
Philadelphia,2020-09-08,30
Philadelphia,2020-09-09,28
Philadelphia,2020-09-10,26
Philadelphia,2020-09-11,31
Philadelphia,2020-09-12,32
Philadelphia,2020-09-13,30
Philadelphia,2020-09-14,26
Philadelphia,2020-09-15,30
Philadelphia,2020-09-16,30
Philadelphia,2020-09-17,26
Philadelphia,2020-09-18,30
Philadelphia,2020-09-19,37
Philadelphia,2020-09-20,34
Philadelphia,2020-09-21,31
Philadelphia,2020-09-22,34
Philadelphia,2020-09-23,30
Philadelphia,2020-09-24,25
Philadelphia,2020-09-25,30
Philadelphia,2020-09-26,34
Philadelphia,2020-09-27,30
Philadelphia,2020-09-28,30
Philadelphia,2020-09-29,24
Philadelphia,2020-09-30,27
Philadelphia,2020-10-01,28
Philadelphia,2020-10-02,28
Philadelphia,2020-10-03,38
Philadelphia,2020-10-04,33
Philadelphia,2020-10-05,28
Philadelphia,2020-10-06,27
Philadelphia,2020-10-07,28
Philadelphia,2020-10-08,27
Philadelphia,2020-10-09,31
Philadelphia,2020-10-10,37
Philadelphia,2020-10-11,33
Philadelphia,2020-10-12,28
Philadelphia,2020-10-13,26
Philadelphia,2020-10-14,26
Philadelphia,2020-10-15,26
Philadelphia,2020-10-16,25
Philadelphia,2020-10-17,33
Philadelphia,2020-10-18,35
Philadelphia,2020-10-19,31
Philadelphia,2020-10-20,28
Philadelphia,2020-10-21,28
Philadelphia,2020-10-22,26
Philadelphia,2020-10-23,32
Philadelphia,2020-10-24,38
Philadelphia,2020-10-25,30
Philadelphia,2020-10-26,28
Philadelphia,2020-10-27,28
Philadelphia,2020-10-28,25
Philadelphia,2020-10-29,24
Philadelphia,2020-10-30,30
Philadelphia,2020-10-31,35
Philadelphia,2020-11-01,26
Philadelphia,2020-11-02,30
Philadelphia,2020-11-03,28
Philadelphia,2020-11-04,22
Philadelphia,2020-11-05,24
Philadelphia,2020-11-06,26
Philadelphia,2020-11-07,34
Philadelphia,2020-11-08,28
Philadelphia,2020-11-09,27
Philadelphia,2020-11-10,26
Philadelphia,2020-11-11,23
Philadelphia,2020-11-12,23
Philadelphia,2020-11-13,26
Philadelphia,2020-11-14,30
Philadelphia,2020-11-15,22
Philadelphia,2020-11-16,25
Philadelphia,2020-11-17,21
Philadelphia,2020-11-18,24
Philadelphia,2020-11-19,22
Philadelphia,2020-11-20,23
Philadelphia,2020-11-21,22
Philadelphia,2020-11-22,21
Philadelphia,2020-11-23,23
Philadelphia,2020-11-24,20
Philadelphia,2020-11-25,23
Philadelphia,2020-11-26,15
Philadelphia,2020-11-27,16
Philadelphia,2020-11-28,20
Philadelphia,2020-11-29,21
Philadelphia,2020-11-30,22
Philadelphia,2020-12-01,20
Philadelphia,2020-12-02,18
Philadelphia,2020-12-03,24
Philadelphia,2020-12-04,21
Philadelphia,2020-12-05,22
Philadelphia,2020-12-06,20
Philadelphia,2020-12-07,23
Philadelphia,2020-12-08,20
Philadelphia,2020-12-09,20
Philadelphia,2020-12-10,19
Philadelphia,2020-12-11,22
Philadelphia,2020-12-12,22
Philadelphia,2020-12-13,26
Philadelphia,2020-12-14,20
Philadelphia,2020-12-15,20
Philadelphia,2020-12-16,19
Philadelphia,2020-12-17,21
Philadelphia,2020-12-18,24
Philadelphia,2020-12-19,23
Philadelphia,2020-12-20,19
Philadelphia,2020-12-21,27
Philadelphia,2020-12-22,21
Philadelphia,2020-12-23,22
Philadelphia,2020-12-24,20
Philadelphia,2020-12-25,8
Philadelphia,2020-12-26,15
Philadelphia,2020-12-27,16
Philadelphia,2020-12-28,23
Philadelphia,2020-12-29,21
Philadelphia,2020-12-30,19
Philadelphia,2020-12-31,18
Philadelphia,2021-01-01,12
Philadelphia,2021-01-02,20
Philadelphia,2021-01-03,21
Philadelphia,2021-01-04,25
Philadelphia,2021-01-05,21
Philadelphia,2021-01-06,21
Philadelphia,2021-01-07,21
Philadelphia,2021-01-08,21
Philadelphia,2021-01-09,23
Philadelphia,2021-01-10,26
Philadelphia,2021-01-11,23
Philadelphia,2021-01-12,23
Philadelphia,2021-01-13,23
Rhine-Ruhr,2020-02-24,95
Rhine-Ruhr,2020-02-25,84
Rhine-Ruhr,2020-02-26,87
Rhine-Ruhr,2020-02-27,88
Rhine-Ruhr,2020-02-28,80
Rhine-Ruhr,2020-02-29,78
Rhine-Ruhr,2020-03-01,74
Rhine-Ruhr,2020-03-02,74
Rhine-Ruhr,2020-03-03,79
Rhine-Ruhr,2020-03-04,75
Rhine-Ruhr,2020-03-05,82
Rhine-Ruhr,2020-03-06,86
Rhine-Ruhr,2020-03-07,80
Rhine-Ruhr,2020-03-08,81
Rhine-Ruhr,2020-03-09,71
Rhine-Ruhr,2020-03-10,68
Rhine-Ruhr,2020-03-11,72
Rhine-Ruhr,2020-03-12,67
Rhine-Ruhr,2020-03-13,52
Rhine-Ruhr,2020-03-14,48
Rhine-Ruhr,2020-03-15,44
Rhine-Ruhr,2020-03-16,35
Rhine-Ruhr,2020-03-17,27
Rhine-Ruhr,2020-03-18,28
Rhine-Ruhr,2020-03-19,22
Rhine-Ruhr,2020-03-20,16
Rhine-Ruhr,2020-03-21,13
Rhine-Ruhr,2020-03-22,15
Rhine-Ruhr,2020-03-23,17
Rhine-Ruhr,2020-03-24,16
Rhine-Ruhr,2020-03-25,15
Rhine-Ruhr,2020-03-26,16
Rhine-Ruhr,2020-03-27,13
Rhine-Ruhr,2020-03-28,12
Rhine-Ruhr,2020-03-29,12
Rhine-Ruhr,2020-03-30,15
Rhine-Ruhr,2020-03-31,15
Rhine-Ruhr,2020-04-01,17
Rhine-Ruhr,2020-04-02,16
Rhine-Ruhr,2020-04-03,12
